Temps,Marteau
0.0,-0.0036768902322506
4.999999999991123e-06,-0.0002641025781438
9.999999999996123e-06,0.0038626191740683
1.5000000000001124e-05,0.0059236003790547
1.9999999999992246e-05,0.0040833586890209
2.4999999999997247e-05,-0.0010639553402105
3.0000000000002247e-05,-0.0063729537910385
3.499999999999337e-05,-0.007793509701075
3.999999999999837e-05,-0.0031089284650379
4.500000000000337e-05,0.0058163701687161
4.999999999999449e-05,0.0129972621551374
5.4999999999999494e-05,0.0113250061508015
5.9999999999990616e-05,-0.0021889152888699
6.499999999999562e-05,-0.0212888597501213
7.000000000000062e-05,-0.0284770157572883
7.499999999999174e-05,0.0016972335301587
7.999999999999674e-05,0.0940740398658411
8.500000000000174e-05,0.2616872693140979
8.999999999999286e-05,0.496412626192135
9.499999999999786e-05,0.7659539424576439
0.00010000000000000286,1.0196
0.00010499999999999399,1.201754284638294
0.00010999999999999899,1.26887273498222
0.00011500000000000399,1.2036621339673756
0.00011999999999999511,1.0210934920253356
0.0001250000000000001,0.7637911931289973
0.00012999999999999123,0.4884491779872715
0.00013499999999999623,0.2483681372127686
0.00014000000000000123,0.0785406964010226
0.00014499999999999236,-0.0115931686365539
0.00014999999999999736,-0.0359045960557683
0.00015500000000000236,-0.021850496265792
0.00015999999999999348,0.0020485601820187
0.00016499999999999848,0.0163422071895881
0.00017000000000000348,0.0149175376817227
0.0001749999999999946,0.0028736027718816
0.0001799999999999996,-0.0097526467285376
0.00018499999999999073,-0.0147793161778903
0.00018999999999999573,-0.0100042053645946
0.00019500000000000073,0.0007054787662953
0.00019999999999999185,0.0105649208417848
0.00020499999999999685,0.0140417707237585
0.00021000000000000185,0.0097036517028301
0.00021499999999999297,0.0004640124777439
0.00021999999999999797,-0.0085097540122941
0.00022500000000000298,-0.0127852864025819
0.0002299999999999941,-0.0108513173204364
0.0002349999999999991,-0.0044672740447691
0.0002400000000000041,0.0027386195012608
0.0002449999999999952,0.0074187783231077
0.0002500000000000002,0.0081444994236246
0.00025499999999999134,0.005735419896505
0.00025999999999999635,0.0023172604993503
0.00026500000000000135,-0.0001534672200177
0.00026999999999999247,-0.0009655093417853
0.00027499999999999747,-0.0007611439158962
0.00028000000000000247,-0.0007583273398497
0.0002849999999999936,-0.0016976648995845
0.0002899999999999986,-0.0032343768227653
0.0002950000000000036,-0.0041559551170688
0.0002999999999999947,-0.0032551216231788
0.0003049999999999997,-0.0002706470452848
0.00030999999999999084,0.0037291715179785
0.00031499999999999584,0.0067967544091962
0.00032000000000000084,0.0071523915109114
0.00032499999999999196,0.0042245480376845
0.00032999999999999696,-0.0009272933135231
0.00033500000000000196,-0.0060679684926229
0.0003399999999999931,-0.0088841380249291
0.0003449999999999981,-0.0081320138884369
0.0003500000000000031,-0.0042256392846686
0.0003549999999999942,0.0010249487047197
0.0003599999999999992,0.0053515037248007
0.0003650000000000042,0.0071200019087208
0.00036999999999999533,0.0060111853750635
0.00037500000000000033,0.0029850357968042
0.00037999999999999146,-0.0003705733684156
0.00038499999999999646,-0.0026933458101768
0.00039000000000000146,-0.0034310031306422
0.0003949999999999926,-0.0028927145170651
0.0003999999999999976,-0.0018339449455353
0.0004050000000000026,-0.0008951940767835
0.0004099999999999937,-0.0002539344410269
0.0004149999999999987,0.0003294573976047
0.0004200000000000037,0.0011609030490759
0.0004249999999999948,0.0022364102574095
0.0004299999999999998,0.0031191066366283
0.00043499999999999095,0.0031675310645577
0.00043999999999999595,0.0019735733224092
0.00044500000000000095,-0.0002777378453362
0.0004499999999999921,-0.0027768725858525
0.0004549999999999971,-0.0044404746693796
0.0004600000000000021,-0.0044632998274271
0.0004649999999999932,-0.0027612724408897
0.0004699999999999982,-4.90767036251369e-05
0.0004750000000000032,0.0024998889351559
0.0004799999999999943,0.003828881087123
0.0004849999999999993,0.003497919766578
0.0004899999999999904,0.0018474681967128
0.0004949999999999954,-0.0002416337690182
0.0005000000000000004,-0.0018363882498573
0.0005049999999999916,-0.0024081169336269
0.0005099999999999966,-0.0020171418345459
0.0005150000000000016,-0.0011575939874286
0.0005199999999999927,-0.0003918355898391
0.0005249999999999977,-1.1502832004625756e-05
0.0005300000000000027,7.706344835582907e-05
0.0005349999999999938,0.0001986803617123
0.0005399999999999988,0.0006115052651512
0.0005450000000000038,0.0012730678073403
0.0005499999999999949,0.0018275203839295
0.0005549999999999999,0.0018247426463321
0.0005599999999999911,0.0010318400838093
0.0005649999999999961,-0.0003635721755777
0.0005700000000000011,-0.0017952001287907
0.0005749999999999922,-0.0025938143742648
0.0005799999999999972,-0.0023437457326198
0.0005850000000000022,-0.0011163009386501
0.0005899999999999933,0.0005540497928692
0.0005949999999999983,0.001937717230571
0.0006000000000000033,0.002472222460597
0.0006049999999999944,0.0020208559476376
0.0006099999999999994,0.0008961871923312
0.0006149999999999906,-0.0003458227383303
0.0006199999999999956,-0.0012092748195038
0.0006250000000000006,-0.0014847788814356
0.0006299999999999917,-0.0012847016799599
0.0006349999999999967,-0.0008946886068474
0.0006400000000000017,-0.0005560589207635
0.0006449999999999928,-0.0003232190806476
0.0006499999999999978,-7.914075136339021e-05
0.0006550000000000028,0.0003171527912145
0.0006599999999999939,0.0008640374211216
0.0006649999999999989,0.0013553635581517
0.0006700000000000039,0.0014763888631025
0.000674999999999995,0.0010048829867936
0.00068,-9.313230451680644e-06
0.0006849999999999912,-0.0012079809397335
0.0006899999999999962,-0.0020709545407191
0.0006950000000000012,-0.0021747290505876
0.0006999999999999923,-0.0014214426370969
0.0007049999999999973,-0.0001074871474858
0.0007100000000000023,0.0012113362569462
0.0007149999999999934,0.0019880092409637
0.0007199999999999984,0.0019427080741826
0.0007250000000000034,0.0011768
0.0007299999999999945,9.100576447743204e-05
0.0007349999999999995,-0.0008355132806525
0.0007399999999999907,-0.0012776546505752
0.0007449999999999957,-0.0011858896063061
0.0007500000000000007,-0.0007474259066386
0.0007549999999999918,-0.0002325006309703
0.0007599999999999968,0.0001688750189703
0.0007650000000000018,0.0004222217008535
0.0007699999999999929,0.0006042917829053
0.0007749999999999979,0.0007872233740292
0.0007800000000000029,0.0009424821610759
0.000784999999999994,0.0009372639402494
0.000789999999999999,0.0006295999316053
0.000795000000000004,-1.8976789456293989e-06
0.0007999999999999952,-0.0007862369163819
0.0008050000000000002,-0.0014066208505207
0.0008099999999999913,-0.0015523927567071
0.0008149999999999963,-0.0010941894660656
0.0008200000000000013,-0.0001787452417942
0.0008249999999999924,0.0008191776282065
0.0008299999999999974,0.00147002705719
0.0008350000000000024,0.0014979003299744
