"time","capacitor1.v","der(capacitor1.v)","capacitor1.i","capacitor1.n.i","capacitor1.n.v","capacitor1.p.i","capacitor1.p.v","ground1.p.i","ground1.p.v","ground2.p.v","ground3.p.v","resistor1.LossPower","resistor1.R_actual","resistor1.v","resistor2.LossPower","resistor2.R_actual","resistor2.i","resistor2.v","sineVoltage1.v","constantVoltage1.i","constantVoltage1.n.i","constantVoltage1.n.v","constantVoltage1.p.i","ground2.p.i","ground3.p.i","resistor1.i","resistor1.n.i","resistor1.n.v","resistor1.p.i","resistor1.p.v","resistor2.n.i","resistor2.p.i","resistor2.p.v","sineVoltage1.i","sineVoltage1.n.i","sineVoltage1.n.v","sineVoltage1.p.i","sineVoltage1.p.v","sineVoltage1.signalSource.y"
0.38,0,0,0,0,0.1855497273765112,0,0.1855497273765112,0,0,0,0,0.03442870132949764,1,0.1855497273765112,0.03442870132949764,1,0.1855497273765112,0.1855497273765112,0.3710994547530225,0.1855497273765112,-0.1855497273765112,0,0.1855497273765112,-0.1855497273765112,0.1855497273765112,0.1855497273765112,-0.1855497273765112,0.1855497273765112,0.1855497273765112,0.3710994547530225,-0.1855497273765112,0.1855497273765112,0.1855497273765112,-0.1855497273765112,0.1855497273765112,0,-0.1855497273765112,0.3710994547530225,0.3710994547530225
0.39,0,0,0,0,0.1901856836660386,0,0.1901856836660386,0,0,0,0,0.0361705942715185,1,0.1901856836660386,0.0361705942715185,1,0.1901856836660386,0.1901856836660386,0.3803713673320772,0.1901856836660386,-0.1901856836660386,0,0.1901856836660386,-0.1901856836660386,0.1901856836660386,0.1901856836660386,-0.1901856836660386,0.1901856836660386,0.1901856836660386,0.3803713673320772,-0.1901856836660386,0.1901856836660386,0.1901856836660386,-0.1901856836660386,0.1901856836660386,0,-0.1901856836660386,0.3803713673320772,0.3803713673320772
0.4,0,0,0,0,0.1948026022481278,0,0.1948026022481278,0,0,0,0,0.03794805384264229,1,0.1948026022481278,0.03794805384264229,1,0.1948026022481278,0.1948026022481278,0.3896052044962556,0.1948026022481278,-0.1948026022481278,0,0.1948026022481278,-0.1948026022481278,0.1948026022481278,0.1948026022481278,-0.1948026022481278,0.1948026022481278,0.1948026022481278,0.3896052044962556,-0.1948026022481278,0.1948026022481278,0.1948026022481278,-0.1948026022481278,0.1948026022481278,0,-0.1948026022481278,0.3896052044962556,0.3896052044962556
0.41,0,0,0,0,0.1994000209663035,0,0.1994000209663035,0,0,0,0,0.03976036836136228,1,0.1994000209663035,0.03976036836136228,1,0.1994000209663035,0.1994000209663035,0.398800041932607,0.1994000209663035,-0.1994000209663035,0,0.1994000209663035,-0.1994000209663035,0.1994000209663035,0.1994000209663035,-0.1994000209663035,0.1994000209663035,0.1994000209663035,0.398800041932607,-0.1994000209663035,0.1994000209663035,0.1994000209663035,-0.1994000209663035,0.1994000209663035,0,-0.1994000209663035,0.398800041932607,0.398800041932607
0.42,0,0,0,0,0.2039774796160391,0,0.2039774796160391,0,0,0,0,0.04160681219051163,1,0.2039774796160391,0.04160681219051163,1,0.2039774796160391,0.2039774796160391,0.4079549592320781,0.2039774796160391,-0.2039774796160391,0,0.2039774796160391,-0.2039774796160391,0.2039774796160391,0.2039774796160391,-0.2039774796160391,0.2039774796160391,0.2039774796160391,0.4079549592320781,-0.2039774796160391,0.2039774796160391,0.2039774796160391,-0.2039774796160391,0.2039774796160391,0,-0.2039774796160391,0.4079549592320781,0.4079549592320781
0.43,0,0,0,0,0.2085345199908233,0,0.2085345199908233,0,0,0,0,0.04348664602780309,1,0.2085345199908233,0.04348664602780309,1,0.2085345199908233,0.2085345199908233,0.4170690399816466,0.2085345199908233,-0.2085345199908233,0,0.2085345199908233,-0.2085345199908233,0.2085345199908233,0.2085345199908233,-0.2085345199908233,0.2085345199908233,0.2085345199908233,0.4170690399816466,-0.2085345199908233,0.2085345199908233,0.2085345199908233,-0.2085345199908233,0.2085345199908233,0,-0.2085345199908233,0.4170690399816466,0.4170690399816466
0.44,0,0,0,0,0.2130706859280274,0,0.2130706859280274,0,0,0,0,0.04539911720184008,1,0.2130706859280274,0.04539911720184008,1,0.2130706859280274,0.2130706859280274,0.4261413718560547,0.2130706859280274,-0.2130706859280274,0,0.2130706859280274,-0.2130706859280274,0.2130706859280274,0.2130706859280274,-0.2130706859280274,0.2130706859280274,0.2130706859280274,0.4261413718560547,-0.2130706859280274,0.2130706859280274,0.2130706859280274,-0.2130706859280274,0.2130706859280274,0,-0.2130706859280274,0.4261413718560547,0.4261413718560547
0.45,0,0,0,0,0.2175855233545667,0,0.2175855233545667,0,0,0,0,0.0473434599734807,1,0.2175855233545667,0.0473434599734807,1,0.2175855233545667,0.2175855233545667,0.4351710467091334,0.2175855233545667,-0.2175855233545667,0,0.2175855233545667,-0.2175855233545667,0.2175855233545667,0.2175855233545667,-0.2175855233545667,0.2175855233545667,0.2175855233545667,0.4351710467091334,-0.2175855233545667,0.2175855233545667,0.2175855233545667,-0.2175855233545667,0.2175855233545667,0,-0.2175855233545667,0.4351710467091334,0.4351710467091334
0.46,0,0,0,0,0.2220785803323544,0,0.2220785803323544,0,0,0,0,0.04931889584243397,1,0.2220785803323544,0.04931889584243397,1,0.2220785803323544,0.2220785803323544,0.4441571606647087,0.2220785803323544,-0.2220785803323544,0,0.2220785803323544,-0.2220785803323544,0.2220785803323544,0.2220785803323544,-0.2220785803323544,0.2220785803323544,0.2220785803323544,0.4441571606647087,-0.2220785803323544,0.2220785803323544,0.2220785803323544,-0.2220785803323544,0.2220785803323544,0,-0.2220785803323544,0.4441571606647087,0.4441571606647087
0.47,0,0,0,0,0.22654940710354,0,0.22654940710354,0,0,0,0,0.05132463385896551,1,0.22654940710354,0.05132463385896551,1,0.22654940710354,0.22654940710354,0.45309881420708,0.22654940710354,-0.22654940710354,0,0.22654940710354,-0.22654940710354,0.22654940710354,0.22654940710354,-0.22654940710354,0.22654940710354,0.22654940710354,0.45309881420708,-0.22654940710354,0.22654940710354,0.22654940710354,-0.22654940710354,0.22654940710354,0,-0.22654940710354,0.45309881420708,0.45309881420708
0.48,0,0,0,0,0.2309975561355311,0,0.2309975561355311,0,0,0,0,0.05335987094058785,1,0.2309975561355311,0.05335987094058785,1,0.2309975561355311,0.2309975561355311,0.4619951122710622,0.2309975561355311,-0.2309975561355311,0,0.2309975561355311,-0.2309975561355311,0.2309975561355311,0.2309975561355311,-0.2309975561355311,0.2309975561355311,0.2309975561355311,0.4619951122710622,-0.2309975561355311,0.2309975561355311,0.2309975561355311,-0.2309975561355311,0.2309975561355311,0,-0.2309975561355311,0.4619951122710622,0.4619951122710622
0.49,0,0,0,0,0.2354225821657911,0,0.2354225821657911,0,0,0,0,0.05542379219360868,1,0.2354225821657911,0.05542379219360868,1,0.2354225821657911,0.2354225821657911,0.4708451643315823,0.2354225821657911,-0.2354225821657911,0,0.2354225821657911,-0.2354225821657911,0.2354225821657911,0.2354225821657911,-0.2354225821657911,0.2354225821657911,0.2354225821657911,0.4708451643315823,-0.2354225821657911,0.2354225821657911,0.2354225821657911,-0.2354225821657911,0.2354225821657911,0,-0.2354225821657911,0.4708451643315823,0.4708451643315823
0.5,0,0,0,0,0.2398240422464108,0,0.2398240422464108,0,0,0,0,0.05751557123940822,1,0.2398240422464108,0.05751557123940822,1,0.2398240422464108,0.2398240422464108,0.4796480844928215,0.2398240422464108,-0.2398240422464108,0,0.2398240422464108,-0.2398240422464108,0.2398240422464108,0.2398240422464108,-0.2398240422464108,0.2398240422464108,0.2398240422464108,0.4796480844928215,-0.2398240422464108,0.2398240422464108,0.2398240422464108,-0.2398240422464108,0.2398240422464108,0,-0.2398240422464108,0.4796480844928215,0.4796480844928215
0.51,0,0,0,0,0.2442014957884471,0,0.2442014957884471,0,0,0,0,0.05963437054531496,1,0.2442014957884471,0.05963437054531496,1,0.2442014957884471,0.2442014957884471,0.4884029915768943,0.2442014957884471,-0.2442014957884471,0,0.2442014957884471,-0.2442014957884471,0.2442014957884471,0.2442014957884471,-0.2442014957884471,0.2442014957884471,0.2442014957884471,0.4884029915768943,-0.2442014957884471,0.2442014957884471,0.2442014957884471,-0.2442014957884471,0.2442014957884471,0,-0.2442014957884471,0.4884029915768943,0.4884029915768943
0.52,0,0,0,0,0.2485545046060271,0,0.2485545046060271,0,0,0,0,0.06177934175994753,1,0.2485545046060271,0.06177934175994753,1,0.2485545046060271,0.2485545046060271,0.4971090092120541,0.2485545046060271,-0.2485545046060271,0,0.2485545046060271,-0.2485545046060271,0.2485545046060271,0.2485545046060271,-0.2485545046060271,0.2485545046060271,0.2485545046060271,0.4971090092120541,-0.2485545046060271,0.2485545046060271,0.2485545046060271,-0.2485545046060271,0.2485545046060271,0,-0.2485545046060271,0.4971090092120541,0.4971090092120541
0.53,0,0,0,0,0.2528826329602098,0,0.2528826329602098,0,0,0,0,0.06394962605288819,1,0.2528826329602098,0.06394962605288819,1,0.2528826329602098,0.2528826329602098,0.5057652659204196,0.2528826329602098,-0.2528826329602098,0,0.2528826329602098,-0.2528826329602098,0.2528826329602098,0.2528826329602098,-0.2528826329602098,0.2528826329602098,0.2528826329602098,0.5057652659204196,-0.2528826329602098,0.2528826329602098,0.2528826329602098,-0.2528826329602098,0.2528826329602098,0,-0.2528826329602098,0.5057652659204196,0.5057652659204196
0.54,0,0,0,0,0.2571854476026048,0,0.2571854476026048,0,0,0,0,0.06614435445855218,1,0.2571854476026048,0.06614435445855218,1,0.2571854476026048,0.2571854476026048,0.5143708952052096,0.2571854476026048,-0.2571854476026048,0,0.2571854476026048,-0.2571854476026048,0.2571854476026048,0.2571854476026048,-0.2571854476026048,0.2571854476026048,0.2571854476026048,0.5143708952052096,-0.2571854476026048,0.2571854476026048,0.2571854476026048,-0.2571854476026048,0.2571854476026048,0,-0.2571854476026048,0.5143708952052096,0.5143708952052096
0.55,0,0,0,0,0.2614625178187401,0,0.2614625178187401,0,0,0,0,0.068362648224115,1,0.2614625178187401,0.068362648224115,1,0.2614625178187401,0.2614625178187401,0.5229250356374803,0.2614625178187401,-0.2614625178187401,0,0.2614625178187401,-0.2614625178187401,0.2614625178187401,0.2614625178187401,-0.2614625178187401,0.2614625178187401,0.2614625178187401,0.5229250356374803,-0.2614625178187401,0.2614625178187401,0.2614625178187401,-0.2614625178187401,0.2614625178187401,0,-0.2614625178187401,0.5229250356374803,0.5229250356374803
0.5600000000000001,0,0,0,0,0.265713415471177,0,0.265713415471177,0,0,0,0,0.07060361916135832,1,0.265713415471177,0.07060361916135832,1,0.265713415471177,0.265713415471177,0.531426830942354,0.265713415471177,-0.265713415471177,0,0.265713415471177,-0.265713415471177,0.265713415471177,0.265713415471177,-0.265713415471177,0.265713415471177,0.265713415471177,0.531426830942354,-0.265713415471177,0.265713415471177,0.265713415471177,-0.265713415471177,0.265713415471177,0,-0.265713415471177,0.531426830942354,0.531426830942354
0.57,0,0,0,0,0.269937715042367,0,0.269937715042367,0,0,0,0,0.07286637000229414,1,0.269937715042367,0.07286637000229414,1,0.269937715042367,0.269937715042367,0.539875430084734,0.269937715042367,-0.269937715042367,0,0.269937715042367,-0.269937715042367,0.269937715042367,0.269937715042367,-0.269937715042367,0.269937715042367,0.269937715042367,0.539875430084734,-0.269937715042367,0.269937715042367,0.269937715042367,-0.269937715042367,0.269937715042367,0,-0.269937715042367,0.539875430084734,0.539875430084734
0.58,0,0,0,0,0.2741349936772467,0,0.2741349936772467,0,0,0,0,0.07514999475842409,1,0.2741349936772467,0.07514999475842409,1,0.2741349936772467,0.2741349936772467,0.5482699873544934,0.2741349936772467,-0.2741349936772467,0,0.2741349936772467,-0.2741349936772467,0.2741349936772467,0.2741349936772467,-0.2741349936772467,0.2741349936772467,0.2741349936772467,0.5482699873544934,-0.2741349936772467,0.2741349936772467,0.2741349936772467,-0.2741349936772467,0.2741349936772467,0,-0.2741349936772467,0.5482699873544934,0.5482699873544934
0.59,0,0,0,0,0.2783048312255652,0,0.2783048312255652,0,0,0,0,0.07745357908349033,1,0.2783048312255652,0.07745357908349033,1,0.2783048312255652,0.2783048312255652,0.5566096624511304,0.2783048312255652,-0.2783048312255652,0,0.2783048312255652,-0.2783048312255652,0.2783048312255652,0.2783048312255652,-0.2783048312255652,0.2783048312255652,0.2783048312255652,0.5566096624511304,-0.2783048312255652,0.2783048312255652,0.2783048312255652,-0.2783048312255652,0.2783048312255652,0,-0.2783048312255652,0.5566096624511304,0.5566096624511304
0.6,0,0,0,0,0.2824468102839419,0,0.2824468102839419,0,0,0,0,0.07977620063957305,1,0.2824468102839419,0.07977620063957305,1,0.2824468102839419,0.2824468102839419,0.5648936205678837,0.2824468102839419,-0.2824468102839419,0,0.2824468102839419,-0.2824468102839419,0.2824468102839419,0.2824468102839419,-0.2824468102839419,0.2824468102839419,0.2824468102839419,0.5648936205678837,-0.2824468102839419,0.2824468102839419,0.2824468102839419,-0.2824468102839419,0.2824468102839419,0,-0.2824468102839419,0.5648936205678837,0.5648936205678837
0.61,0,0,0,0,0.2865605162376486,0,0.2865605162376486,0,0,0,0,0.08211692946638764,1,0.2865605162376486,0.08211692946638764,1,0.2865605162376486,0.2865605162376486,0.5731210324752971,0.2865605162376486,-0.2865605162376486,0,0.2865605162376486,-0.2865605162376486,0.2865605162376486,0.2865605162376486,-0.2865605162376486,0.2865605162376486,0.2865605162376486,0.5731210324752971,-0.2865605162376486,0.2865605162376486,0.2865605162376486,-0.2865605162376486,0.2865605162376486,0,-0.2865605162376486,0.5731210324752971,0.5731210324752971
0.62,0,0,0,0,0.2906455373021128,0,0.2906455373021128,0,0,0,0,0.08447482835363387,1,0.2906455373021128,0.08447482835363387,1,0.2906455373021128,0.2906455373021128,0.5812910746042257,0.2906455373021128,-0.2906455373021128,0,0.2906455373021128,-0.2906455373021128,0.2906455373021128,0.2906455373021128,-0.2906455373021128,0.2906455373021128,0.2906455373021128,0.5812910746042257,-0.2906455373021128,0.2906455373021128,0.2906455373021128,-0.2906455373021128,0.2906455373021128,0,-0.2906455373021128,0.5812910746042257,0.5812910746042257
0.63,0,0,0,0,0.2947014645641379,0,0.2947014645641379,0,0,0,0,0.0868489532162478,1,0.2947014645641379,0.0868489532162478,1,0.2947014645641379,0.2947014645641379,0.5894029291282757,0.2947014645641379,-0.2947014645641379,0,0.2947014645641379,-0.2947014645641379,0.2947014645641379,0.2947014645641379,-0.2947014645641379,0.2947014645641379,0.2947014645641379,0.5894029291282757,-0.2947014645641379,0.2947014645641379,0.2947014645641379,-0.2947014645641379,0.2947014645641379,0,-0.2947014645641379,0.5894029291282757,0.5894029291282757
0.64,0,0,0,0,0.2987278920228349,0,0.2987278920228349,0,0,0,0,0.08923835347240651,1,0.2987278920228349,0.08923835347240651,1,0.2987278920228349,0.2987278920228349,0.5974557840456698,0.2987278920228349,-0.2987278920228349,0,0.2987278920228349,-0.2987278920228349,0.2987278920228349,0.2987278920228349,-0.2987278920228349,0.2987278920228349,0.2987278920228349,0.5974557840456698,-0.2987278920228349,0.2987278920228349,0.2987278920228349,-0.2987278920228349,0.2987278920228349,0,-0.2987278920228349,0.5974557840456698,0.5974557840456698
0.65,0,0,0,0,0.3027244166302641,0,0.3027244166302641,0,0,0,0,0.09164207242413369,1,0.3027244166302641,0.09164207242413369,1,0.3027244166302641,0.3027244166302641,0.6054488332605281,0.3027244166302641,-0.3027244166302641,0,0.3027244166302641,-0.3027244166302641,0.3027244166302641,0.3027244166302641,-0.3027244166302641,0.3027244166302641,0.3027244166302641,0.6054488332605281,-0.3027244166302641,0.3027244166302641,0.3027244166302641,-0.3027244166302641,0.3027244166302641,0,-0.3027244166302641,0.6054488332605281,0.6054488332605281
0.66,0,0,0,0,0.30669063833178,0,0.30669063833178,0,0,0,0,0.09405914764035465,1,0.30669063833178,0.09405914764035465,1,0.30669063833178,0.30669063833178,0.6133812766635599,0.30669063833178,-0.30669063833178,0,0.30669063833178,-0.30669063833178,0.30669063833178,0.30669063833178,-0.30669063833178,0.30669063833178,0.30669063833178,0.6133812766635599,-0.30669063833178,0.30669063833178,0.30669063833178,-0.30669063833178,0.30669063833178,0,-0.30669063833178,0.6133812766635599,0.6133812766635599
0.67,0,0,0,0,0.3106261601060772,0,0.3106261601060772,0,0,0,0,0.0964886113422463,1,0.3106261601060772,0.0964886113422463,1,0.3106261601060772,0.3106261601060772,0.6212523202121544,0.3106261601060772,-0.3106261601060772,0,0.3106261601060772,-0.3106261601060772,0.3106261601060772,0.3106261601060772,-0.3106261601060772,0.3106261601060772,0.3106261601060772,0.6212523202121544,-0.3106261601060772,0.3106261601060772,0.3106261601060772,-0.3106261601060772,0.3106261601060772,0,-0.3106261601060772,0.6212523202121544,0.6212523202121544
0.68,0,0,0,0,0.3145305880049326,0,0.3145305880049326,0,0,0,0,0.09892949079072866,1,0.3145305880049326,0.09892949079072866,1,0.3145305880049326,0.3145305880049326,0.6290611760098652,0.3145305880049326,-0.3145305880049326,0,0.3145305880049326,-0.3145305880049326,0.3145305880049326,0.3145305880049326,-0.3145305880049326,0.3145305880049326,0.3145305880049326,0.6290611760098652,-0.3145305880049326,0.3145305880049326,0.3145305880049326,-0.3145305880049326,0.3145305880049326,0,-0.3145305880049326,0.6290611760098652,0.6290611760098652
0.6899999999999999,0,0,0,0,0.3184035311926396,0,0.3184035311926396,0,0,0,0,0.1013808086759422,1,0.3184035311926396,0.1013808086759422,1,0.3184035311926396,0.3184035311926396,0.6368070623852793,0.3184035311926396,-0.3184035311926396,0,0.3184035311926396,-0.3184035311926396,0.3184035311926396,0.3184035311926396,-0.3184035311926396,0.3184035311926396,0.3184035311926396,0.6368070623852793,-0.3184035311926396,0.3184035311926396,0.3184035311926396,-0.3184035311926396,0.3184035311926396,0,-0.3184035311926396,0.6368070623852793,0.6368070623852793
0.7,0,0,0,0,0.3222446019851314,0,0.3222446019851314,0,0,0,0,0.1038415835085557,1,0.3222446019851314,0.1038415835085557,1,0.3222446019851314,0.3222446019851314,0.6444892039702628,0.3222446019851314,-0.3222446019851314,0,0.3222446019851314,-0.3222446019851314,0.3222446019851314,0.3222446019851314,-0.3222446019851314,0.3222446019851314,0.3222446019851314,0.6444892039702628,-0.3222446019851314,0.3222446019851314,0.3222446019851314,-0.3222446019851314,0.3222446019851314,0,-0.3222446019851314,0.6444892039702628,0.6444892039702628
0.71,0,0,0,0,0.3260534158887876,0,0.3260534158887876,0,0,0,0,0.1063108300127467,1,0.3260534158887876,0.1063108300127467,1,0.3260534158887876,0.3260534158887876,0.6521068317775752,0.3260534158887876,-0.3260534158887876,0,0.3260534158887876,-0.3260534158887876,0.3260534158887876,0.3260534158887876,-0.3260534158887876,0.3260534158887876,0.3260534158887876,0.6521068317775752,-0.3260534158887876,0.3260534158887876,0.3260534158887876,-0.3260534158887876,0.3260534158887876,0,-0.3260534158887876,0.6521068317775752,0.6521068317775752
0.72,0,0,0,0,0.3298295916389234,0,0.3298295916389234,0,0,0,0,0.108787559520699,1,0.3298295916389234,0.108787559520699,1,0.3298295916389234,0.3298295916389234,0.6596591832778468,0.3298295916389234,-0.3298295916389234,0,0.3298295916389234,-0.3298295916389234,0.3298295916389234,0.3298295916389234,-0.3298295916389234,0.3298295916389234,0.3298295916389234,0.6596591832778468,-0.3298295916389234,0.3298295916389234,0.3298295916389234,-0.3298295916389234,0.3298295916389234,0,-0.3298295916389234,0.6596591832778468,0.6596591832778468
0.73,0,0,0,0,0.3335727512379534,0,0.3335727512379534,0,0,0,0,0.1112707803684576,1,0.3335727512379534,0.1112707803684576,1,0.3335727512379534,0.3335727512379534,0.6671455024759069,0.3335727512379534,-0.3335727512379534,0,0.3335727512379534,-0.3335727512379534,0.3335727512379534,0.3335727512379534,-0.3335727512379534,0.3335727512379534,0.3335727512379534,0.6671455024759069,-0.3335727512379534,0.3335727512379534,0.3335727512379534,-0.3335727512379534,0.3335727512379534,0,-0.3335727512379534,0.6671455024759069,0.6671455024759069
0.74,0,0,0,0,0.3372825199932302,0,0.3372825199932302,0,0,0,0,0.1137594982929837,1,0.3372825199932302,0.1137594982929837,1,0.3372825199932302,0.3372825199932302,0.6745650399864604,0.3372825199932302,-0.3372825199932302,0,0.3372825199932302,-0.3372825199932302,0.3372825199932302,0.3372825199932302,-0.3372825199932302,0.3372825199932302,0.3372825199932302,0.6745650399864604,-0.3372825199932302,0.3372825199932302,0.3372825199932302,-0.3372825199932302,0.3372825199932302,0,-0.3372825199932302,0.6745650399864604,0.6745650399864604
0.75,0,0,0,0,0.3409585265545508,0,0.3409585265545508,0,0,0,0,0.1162527168302503,1,0.3409585265545508,0.1162527168302503,1,0.3409585265545508,0.3409585265545508,0.6819170531091017,0.3409585265545508,-0.3409585265545508,0,0.3409585265545508,-0.3409585265545508,0.3409585265545508,0.3409585265545508,-0.3409585265545508,0.3409585265545508,0.3409585265545508,0.6819170531091017,-0.3409585265545508,0.3409585265545508,0.3409585265545508,-0.3409585265545508,0.3409585265545508,0,-0.3409585265545508,0.6819170531091017,0.6819170531091017
0.76,0,0,0,0,0.3446004029513293,0,0.3446004029513293,0,0,0,0,0.1187494377142185,1,0.3446004029513293,0.1187494377142185,1,0.3446004029513293,0.3446004029513293,0.6892008059026586,0.3446004029513293,-0.3446004029513293,0,0.3446004029513293,-0.3446004029513293,0.3446004029513293,0.3446004029513293,-0.3446004029513293,0.3446004029513293,0.3446004029513293,0.6892008059026586,-0.3446004029513293,0.3446004029513293,0.3446004029513293,-0.3446004029513293,0.3446004029513293,0,-0.3446004029513293,0.6892008059026586,0.6892008059026586
0.77,0,0,0,0,0.3482077846294308,0,0.3482077846294308,0,0,0,0,0.1212486612765361,1,0.3482077846294308,0.1212486612765361,1,0.3482077846294308,0.3482077846294308,0.6964155692588616,0.3482077846294308,-0.3482077846294308,0,0.3482077846294308,-0.3482077846294308,0.3482077846294308,0.3482077846294308,-0.3482077846294308,0.3482077846294308,0.3482077846294308,0.6964155692588616,-0.3482077846294308,0.3482077846294308,0.3482077846294308,-0.3482077846294308,0.3482077846294308,0,-0.3482077846294308,0.6964155692588616,0.6964155692588616
0.78,0,0,0,0,0.3517803104876637,0,0.3517803104876637,0,0,0,0,0.1237493868467971,1,0.3517803104876637,0.1237493868467971,1,0.3517803104876637,0.3517803104876637,0.7035606209753273,0.3517803104876637,-0.3517803104876637,0,0.3517803104876637,-0.3517803104876637,0.3517803104876637,0.3517803104876637,-0.3517803104876637,0.3517803104876637,0.3517803104876637,0.7035606209753273,-0.3517803104876637,0.3517803104876637,0.3517803104876637,-0.3517803104876637,0.3517803104876637,0,-0.3517803104876637,0.7035606209753273,0.7035606209753273
0.79,0,0,0,0,0.355317622913926,0,0.355317622913926,0,0,0,0,0.1262506131532029,1,0.355317622913926,0.1262506131532029,1,0.355317622913926,0.355317622913926,0.710635245827852,0.355317622913926,-0.355317622913926,0,0.355317622913926,-0.355317622913926,0.355317622913926,0.355317622913926,-0.355317622913926,0.355317622913926,0.355317622913926,0.710635245827852,-0.355317622913926,0.355317622913926,0.355317622913926,-0.355317622913926,0.355317622913926,0,-0.355317622913926,0.710635245827852,0.710635245827852
0.8,0,0,0,0,0.3588193678210025,0,0.3588193678210025,0,0,0,0,0.1287513387234639,1,0.3588193678210025,0.1287513387234639,1,0.3588193678210025,0.3588193678210025,0.7176387356420051,0.3588193678210025,-0.3588193678210025,0,0.3588193678210025,-0.3588193678210025,0.3588193678210025,0.3588193678210025,-0.3588193678210025,0.3588193678210025,0.3588193678210025,0.7176387356420051,-0.3588193678210025,0.3588193678210025,0.3588193678210025,-0.3588193678210025,0.3588193678210025,0,-0.3588193678210025,0.7176387356420051,0.7176387356420051
0.8100000000000001,0,0,0,0,0.3622851946820094,0,0.3622851946820094,0,0,0,0,0.1312505622857815,1,0.3622851946820094,0.1312505622857815,1,0.3622851946820094,0.3622851946820094,0.7245703893640189,0.3622851946820094,-0.3622851946820094,0,0.3622851946820094,-0.3622851946820094,0.3622851946820094,0.3622851946820094,-0.3622851946820094,0.3622851946820094,0.3622851946820094,0.7245703893640189,-0.3622851946820094,0.3622851946820094,0.3622851946820094,-0.3622851946820094,0.3622851946820094,0,-0.3622851946820094,0.7245703893640189,0.7245703893640189
0.82,0,0,0,0,0.3657147565654819,0,0.3657147565654819,0,0,0,0,0.1337472831697497,1,0.3657147565654819,0.1337472831697497,1,0.3657147565654819,0.3657147565654819,0.7314295131309637,0.3657147565654819,-0.3657147565654819,0,0.3657147565654819,-0.3657147565654819,0.3657147565654819,0.3657147565654819,-0.3657147565654819,0.3657147565654819,0.3657147565654819,0.7314295131309637,-0.3657147565654819,0.3657147565654819,0.3657147565654819,-0.3657147565654819,0.3657147565654819,0,-0.3657147565654819,0.7314295131309637,0.7314295131309637
0.83,0,0,0,0,0.3691077101701023,0,0.3691077101701023,0,0,0,0,0.1362405017070162,1,0.3691077101701023,0.1362405017070162,1,0.3691077101701023,0.3691077101701023,0.7382154203402046,0.3691077101701023,-0.3691077101701023,0,0.3691077101701023,-0.3691077101701023,0.3691077101701023,0.3691077101701023,-0.3691077101701023,0.3691077101701023,0.3691077101701023,0.7382154203402046,-0.3691077101701023,0.3691077101701023,0.3691077101701023,-0.3691077101701023,0.3691077101701023,0,-0.3691077101701023,0.7382154203402046,0.7382154203402046
0.84,0,0,0,0,0.3724637158590651,0,0.3724637158590651,0,0,0,0,0.1387292196315424,1,0.3724637158590651,0.1387292196315424,1,0.3724637158590651,0.3724637158590651,0.7449274317181303,0.3724637158590651,-0.3724637158590651,0,0.3724637158590651,-0.3724637158590651,0.3724637158590651,0.3724637158590651,-0.3724637158590651,0.3724637158590651,0.3724637158590651,0.7449274317181303,-0.3724637158590651,0.3724637158590651,0.3724637158590651,-0.3724637158590651,0.3724637158590651,0,-0.3724637158590651,0.7449274317181303,0.7449274317181303
0.85,0,0,0,0,0.3757824376940745,0,0.3757824376940745,0,0,0,0,0.141212440479301,1,0.3757824376940745,0.141212440479301,1,0.3757824376940745,0.3757824376940745,0.7515648753881491,0.3757824376940745,-0.3757824376940745,0,0.3757824376940745,-0.3757824376940745,0.3757824376940745,0.3757824376940745,-0.3757824376940745,0.3757824376940745,0.3757824376940745,0.7515648753881491,-0.3757824376940745,0.3757824376940745,0.3757824376940745,-0.3757824376940745,0.3757824376940745,0,-0.3757824376940745,0.7515648753881491,0.7515648753881491
0.86,0,0,0,0,0.3790635434689721,0,0.3790635434689721,0,0,0,0,0.1436891699872533,1,0.3790635434689721,0.1436891699872533,1,0.3790635434689721,0.3790635434689721,0.7581270869379442,0.3790635434689721,-0.3790635434689721,0,0.3790635434689721,-0.3790635434689721,0.3790635434689721,0.3790635434689721,-0.3790635434689721,0.3790635434689721,0.3790635434689721,0.7581270869379442,-0.3790635434689721,0.3790635434689721,0.3790635434689721,-0.3790635434689721,0.3790635434689721,0,-0.3790635434689721,0.7581270869379442,0.7581270869379442
0.87,0,0,0,0,0.3823067047429907,0,0.3823067047429907,0,0,0,0,0.1461584164914442,1,0.3823067047429907,0.1461584164914442,1,0.3823067047429907,0.3823067047429907,0.7646134094859813,0.3823067047429907,-0.3823067047429907,0,0.3823067047429907,-0.3823067047429907,0.3823067047429907,0.3823067047429907,-0.3823067047429907,0.3823067047429907,0.3823067047429907,0.7646134094859813,-0.3823067047429907,0.3823067047429907,0.3823067047429907,-0.3823067047429907,0.3823067047429907,0,-0.3823067047429907,0.7646134094859813,0.7646134094859813
