date_format,epoch_format,zigduino-35:temperature,zigduino-37:temperature,zigduino-35:light,zigduino-37:light,zigduino-35:sound,zigduino-37:sound,zigduino-35:pir,zigduino-37:pir,zigduino-35:humidity,zigduino-37:humidity
2018-04-13T16:00:00,1523635200000,22.286206344078327,23.320707128505514,635.2363330529857,1023.0,51.16820857863751,5.6952861952861955,0.010933557611438183,0.004208754208754209,37.96038729809632,37.007911855524235
2018-04-13T16:30:00,1523637000000,22.26801319314976,23.845623054889717,462.5395622895623,1023.0,49.947811447811446,5.187710437710438,0.015151515151515152,0.0,37.94680205579559,36.125420727713745
2018-04-13T17:00:00,1523638800000,22.39360228772918,25.150546608901607,498.7693602693603,1023.0,48.957070707070706,5.0,0.0,0.0,37.57542064294269,33.724390522384965
2018-04-13T17:30:00,1523640600000,22.397981107886647,24.721885543078283,302.892346509672,1023.0,49.07569386038688,5.000841750841751,0.0,0.0,37.5,34.28257571005259
2018-04-13T18:00:00,1523642400000,22.36742373668786,22.827188695721354,44.91245791245791,756.4318181818181,48.851010101010104,5.005050505050505,0.0,0.0,37.444529465954716,37.41742434003939
2018-04-13T18:30:00,1523644200000,22.3023541821864,22.36846057259806,3.016820857863751,94.4390243902439,49.06812447434819,4.998317914213625,0.0,0.0,37.38183455150402,38.16240523380828
2018-04-13T19:00:00,1523646000000,22.212795180503768,22.08855252635198,2.6035353535353534,2.6885521885521886,49.03198653198653,4.982323232323233,0.0,0.0,37.317844763348,38.530975874826964
2018-04-13T19:30:00,1523647800000,22.17872229657121,21.86778755284238,2.616484440706476,2.577796467619849,48.86122792262405,4.914213624894869,0.0,0.0,37.33120264257073,38.75794774689927
2018-04-13T20:00:00,1523649600000,22.119529075494118,21.6858589785669,2.606902356902357,2.553872053872054,49.23400673400673,4.821548821548822,0.0,0.0,37.30749169102422,38.887627434650256
2018-04-13T20:30:00,1523651400000,22.063384080173993,21.493692154238662,2.585858585858586,2.5458368376787215,49.2979797979798,4.682085786375105,0.0,0.0,37.3098493087974,38.975189613233205
2018-04-13T21:00:00,1523653200000,21.996635815593955,21.333332761770947,2.5769554247266613,2.5934343434343434,48.93355761143818,4.501683501683502,0.0,0.0,37.387890224601165,38.983333587646484
2018-04-13T21:30:00,1523655000000,22.007407435664422,21.15567749543186,2.606902356902357,2.5525651808242222,48.898989898989896,4.355761143818334,0.0,0.0,37.24781169955578,38.98435684088602
2018-04-13T22:00:00,1523656800000,22.077460345949216,21.037794756969618,2.607232968881413,2.5547138047138045,49.28006728343146,4.252525252525253,0.0,0.0,37.07274910659726,38.987878972833805
2018-04-13T22:30:00,1523658600000,22.010521925659692,20.961311879330466,2.5984848484848486,2.5508830950378467,49.1523569023569,4.1505466778805715,0.0,0.0,36.98594297543921,38.99175790541307
2018-04-13T23:00:00,1523660400000,21.99848611701728,20.853703145627623,2.588730025231287,2.5437710437710437,49.212783851976454,4.0993265993265995,0.0,0.0,36.89537559746693,38.94444498389658
2018-04-13T23:30:00,1523662200000,21.987710390829477,20.729268609023677,2.585016835016835,2.5231286795626575,49.04124579124579,4.056349873843566,0.0,0.0,36.801514429676814,38.89747833944951
2018-04-14T00:00:00,1523664000000,21.981328776546444,20.66641476660064,2.6030277544154754,2.54040404040404,49.04625735912531,4.044612794612795,0.0,0.0,36.750798978556894,38.810858283380064
2018-04-14T00:30:00,1523665800000,21.972390467068966,20.5690498849341,2.5707070707070705,2.5248107653490326,49.29882154882155,4.023549201009251,0.0,0.0,36.68005081138225,38.73288503828121
2018-04-14T01:00:00,1523667600000,21.91135374090068,20.473063870311186,2.607232968881413,2.5336700336700337,49.26408746846089,4.021885521885522,0.0,0.0,36.60168062407395,38.666161726620864
2018-04-14T01:30:00,1523669400000,21.849157673742635,20.40269096605511,2.5664983164983166,2.52228763666947,49.322390572390574,4.013456686291001,0.0,0.0,36.58956121836447,38.51816628137689
2018-04-14T02:00:00,1523671200000,21.800335941892683,20.34078997298386,2.5816498316498318,2.5634987384356602,49.196969696969695,4.005046257359125,0.0,0.0,36.50303025679155,38.503532326251545
2018-04-14T02:30:00,1523673000000,21.795457674737133,20.254713732786854,2.5719091673675356,2.4966329966329965,49.31455004205215,4.0033670033670035,0.0,0.0,36.46526545852648,38.48552210644038
2018-04-14T03:00:00,1523674800000,21.78089178451384,20.202019235083192,2.585016835016835,2.486963835155593,49.39309764309764,4.002523128679563,0.0,0.0,36.397476144912666,38.33431456608367
2018-04-14T03:30:00,1523676600000,21.713457243897718,20.167256530286487,2.5836837678721616,2.5134680134680134,49.313708999158955,4.0,0.0,0.0,36.38183458358726,38.32575740236224
2018-04-14T04:00:00,1523678400000,21.67104441067988,20.086880062286145,3.5,53.36753574432296,49.7003367003367,4.0067283431455,0.0,0.0,36.34158275103328,38.287888442698
2018-04-14T04:30:00,1523680200000,21.603700984316376,20.021885605372162,62.34903280067284,734.2550505050505,49.25231286795626,4.0092592592592595,0.0,0.0,36.3151396485915,38.13080720869379
2018-04-14T05:00:00,1523682000000,21.61532030523024,20.095623260395293,186.03367003367003,1023.0,49.446127946127945,4.007575757575758,0.0,0.0,36.14545403425942,37.93232386039965
2018-04-14T05:30:00,1523683800000,21.60016859069003,20.102859938214866,275.46846089150546,1023.0,49.334735071488645,4.0117746005046255,0.0,0.0,36.10403557240813,37.74676206635266
2018-04-14T06:00:00,1523685600000,21.573569304212576,20.211784624491475,374.31397306397304,1023.0,49.571548821548824,4.010942760942761,0.0,0.0,36.099998474121094,37.47239063404225
