,Temps,Marteau,Acc1,Acc2
243,0.0012150000000000002,0.0002681502899007651,0.00025568975091151084,1.905705025264374e-05
244,0.0012200000000000002,0.00023153685683245564,0.00028291645831177246,4.790804355315131e-05
245,0.0012250000000000002,0.00019697289861693687,0.0002751444114951986,5.180557192348712e-05
246,0.0012300000000000002,0.00018017791612644782,0.00023758313211421345,3.2029977545050374e-05
247,0.0012350000000000002,0.00018819205599991616,0.00018993143943379004,2.6100938185279015e-06
248,0.00124,0.00021641308474886425,0.00015552534091623513,-1.7668896738873947e-05
249,0.001245,0.0002510456572668855,0.00014909647020870477,-1.5923663721203557e-05
250,0.00125,0.0002757104010000005,0.0001697540699999995,7.442865999999495e-06
251,0.001255,0.000279070354343051,0.0002027329507113674,3.8794147900230835e-05
252,0.00126,0.00025995129822680037,0.00022851600604048035,5.878613226667037e-05
253,0.001265,0.0002276926849478647,0.00023393277856103618,5.3231202076475825e-05
254,0.00127,0.00019772384580233205,0.00021896910156641452,2.1286370205593285e-05
255,0.001275,0.00018453091577732292,0.00019569465882849057,-2.358007995440951e-05
256,0.00128,0.0001952670940984322,0.0001803161066954329,-6.0403418579582695e-05
257,0.0012850000000000001,0.0002268177979893194,0.0001832312154058678,-7.160658594122487e-05
258,0.0012900000000000001,0.0002674476238592807,0.00020291745813097852,-5.205490503606413e-05
259,0.0012950000000000001,0.0003020658834991469,0.0002270765489300407,-1.1462292806126953e-05
260,0.0013000000000000002,0.00031861977195660776,0.00024015507570992778,3.097774362599738e-05
261,0.0013050000000000002,0.00031280270012146795,0.00023269628329980133,5.664653151449264e-05
262,0.0013100000000000002,0.00028920056352046123,0.00020704206124826267,5.673765716006409e-05
263,0.0013150000000000002,0.00025867464122200233,0.0001761608077571471,3.5831762025526016e-05
264,0.0013200000000000002,0.00023339718991249753,0.00015643222099978485,8.220687654333133e-06
265,0.001325,0.0002218172566748743,0.00015867614233194886,-1.0632778016481537e-05
266,0.00133,0.00022564380508832536,0.00018258392095437222,-1.2623941940357626e-05
267,0.001335,0.00023988321971523551,0.00021756894361184428,-9.302263720246473e-07
268,0.00134,0.00025559891892442684,0.0002492367094438496,1.2509564240171118e-05
269,0.001345,0.0002639841589113558,0.0002674629044753159,1.4213255937859482e-05
